"date","stage","props"
"1947-07-28",NULL,"{}"
"1947-07-29",NULL,"{}"
"1947-07-30",NULL,"{}"
"1947-07-31",NULL,"{}"
"1947-08-01",NULL,"{}"
"1947-08-02",NULL,"{}"
"1947-08-03",NULL,"{}"
"1947-08-04",NULL,"{}"
"1947-08-05",NULL,"{}"
"1947-08-06",NULL,"{}"
"1947-08-07",NULL,"{}"
"1947-08-08",NULL,"{}"
"1947-08-09",NULL,"{}"
"1947-08-10",NULL,"{}"
"1947-08-11",NULL,"{}"
"1947-08-12",NULL,"{}"
"1947-08-13",NULL,"{}"
"1947-08-14",NULL,"{}"
"1947-08-15",NULL,"{}"
"1947-08-16",NULL,"{}"
"1947-08-17",NULL,"{}"
"1947-08-18",NULL,"{}"
"1947-08-19",NULL,"{}"
"1947-08-20",NULL,"{}"
"1947-08-21",NULL,"{}"
"1947-08-22",NULL,"{}"
"1947-08-23",NULL,"{}"
"1947-08-24",NULL,"{}"
"1947-08-25",NULL,"{}"
"1947-08-26",NULL,"{}"
"1947-08-27",NULL,"{}"
"1947-08-28",NULL,"{}"
"1947-08-29",NULL,"{}"
"1947-08-30",NULL,"{}"
"1947-08-31",NULL,"{}"
"1947-09-01",NULL,"{}"
"1947-09-02",NULL,"{}"
"1947-09-03",NULL,"{}"
"1947-09-04",NULL,"{}"
"1947-09-05",NULL,"{}"
"1947-09-06",NULL,"{}"
"1947-09-07",NULL,"{}"
"1947-09-08",NULL,"{}"
"1947-09-09",NULL,"{}"
"1947-09-10",NULL,"{}"
"1947-09-11",NULL,"{}"
"1947-09-12",NULL,"{}"
"1947-09-13",NULL,"{}"
"1947-09-14",NULL,"{}"
"1947-09-15",NULL,"{}"
"1947-09-16",NULL,"{}"
"1947-09-17",NULL,"{}"
"1947-09-18",NULL,"{}"
"1947-09-19",NULL,"{}"
"1947-09-20",NULL,"{}"
"1947-09-21",NULL,"{}"
"1947-09-22",NULL,"{}"
"1947-09-23",NULL,"{}"
"1947-09-24",NULL,"{}"
"1947-09-25",NULL,"{}"
"1947-09-26",NULL,"{}"
"1947-09-27",NULL,"{}"
"1947-09-28",NULL,"{}"
"1947-09-29",NULL,"{}"
"1947-09-30",NULL,"{}"
"1947-10-01",NULL,"{}"
"1947-10-02",NULL,"{}"
"1947-10-03",NULL,"{}"
"1947-10-04",NULL,"{}"
"1947-10-05",NULL,"{}"
"1947-10-06",NULL,"{}"
"1947-10-07",NULL,"{}"
"1947-10-08",NULL,"{}"
"1947-10-09",NULL,"{}"
"1947-10-10",NULL,"{}"
"1947-10-11",NULL,"{}"
"1947-10-12",NULL,"{}"
"1947-10-13",NULL,"{}"
"1947-10-14",NULL,"{}"
"1947-10-15",NULL,"{}"
"1947-10-16",NULL,"{}"
"1947-10-17",NULL,"{}"
"1947-10-18",NULL,"{}"
"1947-10-19",NULL,"{}"
"1947-10-20",NULL,"{}"
"1947-10-21",NULL,"{}"
"1947-10-22",NULL,"{}"
"1947-10-23",NULL,"{}"
"1947-10-24",NULL,"{}"
"1947-10-25",NULL,"{}"
"1947-10-26",NULL,"{}"
"1947-10-27",NULL,"{}"
"1947-10-28",NULL,"{}"
"1947-10-29",NULL,"{}"
"1947-10-30",NULL,"{}"
"1947-10-31",NULL,"{}"
"1947-11-01",NULL,"{}"
"1947-11-02",NULL,"{}"
"1947-11-03",NULL,"{}"
"1947-11-04",NULL,"{}"
"1947-11-05",NULL,"{}"
"1947-11-06",NULL,"{}"
"1947-11-07",NULL,"{}"
"1947-11-08",NULL,"{}"
"1947-11-09",NULL,"{}"
"1947-11-10",NULL,"{}"
"1947-11-11",NULL,"{}"
"1947-11-12",NULL,"{}"
"1947-11-13",NULL,"{}"
"1947-11-14",NULL,"{}"
"1947-11-15",NULL,"{}"
"1947-11-16",NULL,"{}"
"1947-11-17",NULL,"{}"
"1947-11-18",NULL,"{}"
"1947-11-19",NULL,"{}"
"1947-11-20",NULL,"{}"
"1947-11-21",NULL,"{}"
"1947-11-22",NULL,"{}"
"1947-11-23",NULL,"{}"
"1947-11-24",NULL,"{}"
"1947-11-25",NULL,"{}"
"1947-11-26",NULL,"{}"
"1947-11-27",NULL,"{}"
"1947-11-28",NULL,"{}"
"1947-11-29",NULL,"{}"
"1947-11-30",NULL,"{}"
"1947-12-01",NULL,"{}"
"1947-12-02",NULL,"{}"
"1947-12-03",NULL,"{}"
"1947-12-04",NULL,"{}"
"1947-12-05",NULL,"{}"
"1947-12-06",NULL,"{}"
"1947-12-07",NULL,"{}"
"1947-12-08",NULL,"{}"
"1947-12-09",NULL,"{}"
"1947-12-10",NULL,"{}"
"1947-12-11",NULL,"{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-12",NULL,"{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-13",NULL,"{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-14",NULL,"{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-15",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-16",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-17",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-18",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-19",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-20",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-21",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-22",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-23",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-24",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1947-12-25",NULL,"{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
