"date","stage","props"
"1960-01-01","-16.58","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-02","-16.39","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-03","-16.28","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-04","-16.20","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-05","-16.10","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-06","-16.02","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-07","-16.06","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-08","-16.12","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-09","-16.20","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-10","-16.32","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-11","-16.44","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-12","-16.54","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-13","-16.66","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-14","-16.80","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-15","-16.85","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-16","-16.85","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-17","-16.87","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-18","-16.90","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-19","-16.95","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-20","-17.00","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-21","-16.96","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-22","-16.89","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-23","-16.81","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-24","-16.77","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-25","-16.78","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-26","-16.82","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-27","-16.94","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-28","-16.98","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-29","-17.02","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-30","-17.08","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-01-31","-17.14","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-01","-17.16","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-02","-17.16","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-03","-17.10","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-04","-17.17","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-05","-17.17","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-06","-17.18","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-07","-17.24","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-08","-17.30","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-09","-17.36","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-10","-17.42","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-11","-17.44","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-12","-17.47","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-13","-17.43","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-14","-17.34","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-15","-17.18","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-16","-17.00","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-17","-16.83","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-18","-16.72","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-19","-16.71","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-20","-16.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-21","-16.68","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-22","-16.59","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-23","-16.53","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-24","-16.50","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-25","-16.51","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-26","-16.52","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-27","-16.51","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-28","-16.49","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-02-29","-16.48","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-01","-16.50","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-02","-16.52","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-03","-16.48","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-04","-16.43","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-05","-16.40","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-06","-16.42","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-07","-16.46","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-08","-16.62","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-09","-16.80","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-10","-16.99","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-11","-17.16","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-12","-17.26","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-13","-17.26","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-14","-17.23","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-15","-17.19","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-16","-17.16","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-17","-17.16","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-18","-17.13","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-19","-17.06","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-20","-17.01","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-21","-17.00","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-22","-17.02","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-23","-16.96","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-24","-16.82","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-25","-16.62","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-26","-16.42","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-27","-16.22","{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-28","-16.39","{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-29","-16.56","{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-30","-16.90","{8e024c8b-2cad-11ec-be51-ac1f6bb548d2}"
"1960-03-31","-17.48","{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1960-04-01","-18.12","{8e024c86-2cad-11ec-be51-ac1f6bb548d2}"
"1960-04-02","-18.48","{}"
"1960-04-03","-18.64","{}"
"1960-04-04","-18.76","{}"
"1960-04-05","-18.88","{}"
"1960-04-06","-18.97","{}"
"1960-04-07","-18.97","{}"
"1960-04-08","-18.99","{}"
"1960-04-09","-19.03","{}"
"1960-04-10","-19.12","{}"
"1960-04-11","-19.16","{}"
"1960-04-12","-19.26","{}"
"1960-04-13","-19.25","{}"
"1960-04-14","-19.07","{}"
"1960-04-15","-18.90","{}"
"1960-04-16","-18.74","{}"
"1960-04-17","-18.17","{}"
"1960-04-18","-17.70","{}"
"1960-04-19","-17.08","{}"
"1960-04-20","-16.40","{}"
"1960-04-21","-15.98","{}"
"1960-04-22","-15.76","{}"
"1960-04-23","-15.60","{}"
"1960-04-24","-15.66","{}"
"1960-04-25","-15.90","{}"
"1960-04-26","-16.16","{}"
"1960-04-27","-16.50","{}"
"1960-04-28","-16.84","{}"
"1960-04-29","-17.08","{}"
"1960-04-30","-16.96","{}"
"1960-05-01","-16.81","{}"
"1960-05-02","-16.72","{}"
"1960-05-03","-16.72","{}"
"1960-05-04","-16.75","{}"
"1960-05-05","-16.68","{}"
"1960-05-06","-16.64","{}"
"1960-05-07","-16.64","{}"
"1960-05-08","-16.62","{}"
"1960-05-09","-16.44","{}"
"1960-05-10","-16.32","{}"
"1960-05-11","-16.30","{}"
"1960-05-12","-16.31","{}"
"1960-05-13","-16.18","{}"
